lemma,word,part_of_speech,category,meaning,question_id,code,p_0_masked,p_20_masked,p_40_masked,p_60_masked,p_80_masked
number,numbers,NOUN,Technical Term,A quantity represented by digits or symbols,18515,r017,False,False,False,True,True
distribute,distribute,VERB,Technical Term,Allocate or Spread Out,18515,r007,False,False,False,False,False
card,cards,NOUN,Individual Name,Representation of Prime Number,18515,r003,False,False,True,True,False
envelope,envelope,NOUN,Technical Term,Container for Cards,18515,r009,False,False,True,False,True
go,go,VERB, , ,18515,r011,False,False,True,True,True
envelope,envelope,NOUN,Technical Term,Container for Cards,18515,r009,False,False,True,False,True
break,broken,VERB,Technical Term,Division or Separation,18515,r002,False,False,False,True,True
way,way,NOUN,Technical Term,A method or approach to achieving something,18515,r026,False,False,True,True,False
envelope,envelopes,NOUN,Technical Term,Container for Cards,18515,r009,False,False,True,False,True
then,Then,ADV,,Following a previous action or event,18515,r025,False,True,False,False,False
envelop,envelop,NOUN,Technical Term,Container for Cards,18515,r008,False,False,True,False,True
find,find,VERB,Technical Term,Determine or Discover the Product,18515,r010,False,False,True,True,True
product,product,NOUN,Technical Term,The outcome or result of a process or calculation,18515,r022,False,False,False,True,True
card,cards,NOUN,Individual Name,Representation of Prime Number,18515,r003,False,False,True,True,False
envelope,envelope,NOUN,Technical Term,Container for Cards,18515,r009,False,False,True,False,True
number,number,NOUN,Technical Term,A quantity represented by digits or symbols,18515,r017,False,False,False,True,True
envelope,envelope,NOUN,Technical Term,Container for Cards,18515,r009,False,False,True,False,True
envelope,envelope,NOUN,Technical Term,Container for Cards,18515,r009,False,False,True,False,True
contain,containing,VERB,Technical Term,Hold or House within,18515,r005,False,False,False,True,False
card,cards,NOUN,Individual Name,Representation of Prime Number,18515,r003,False,False,True,True,False
have,has,VERB, , ,18515,r012,False,True,False,True,True
number,number,NOUN,Technical Term,A quantity represented by digits or symbols,18515,r017,False,False,False,True,True
then,then,ADV,,Following a previous action or event,18515,r025,False,True,False,False,False
put,put,VERB,,To place something somewhere,18515,r023,False,True,False,False,True
envelope,envelope,NOUN,Technical Term,Container for Cards,18515,r009,False,False,True,False,True
number,numbers,NOUN,Technical Term,A quantity represented by digits or symbols,18515,r017,False,False,False,True,True
order,order,NOUN, ,The sequence or arrangement of things,18515,r018,False,False,False,False,True
low,lowest,ADJ, , ,18515,r014,False,True,True,False,True
high,highest,ADJ, , ,18515,r013,False,True,False,False,True
set,set,NOUN,Technical Term,"A collection of items or objects, often defined by a specific characteristic or purpose",18515,r024,False,False,True,True,True
many,many,ADJ, , ,18515,r015,False,False,True,True,True
different,different,ADJ,Technical Term,Distinct or Unique,18515,r006,False,False,False,True,True
set,sets,NOUN,Technical Term,"A collection of items or objects, often defined by a specific characteristic or purpose",18515,r024,False,False,True,True,True
produce,produced,VERB,Technical Term,To generate or create a result,18515,r021,False,False,False,False,True
process,process,NOUN, ,A series of actions or steps taken to achieve a particular end,18515,r020,False,False,False,True,True
number,number,NOUN,TECHNICAL TERM,A mathematical concept representing a quantity,50080,r003,False,False,True,True,True
permutation,permutations,NOUN,TECHNICAL TERM,An arrangement of items in a particular order,50080,r004,False,False,False,True,True
letter,letters,NOUN,TECHNICAL TERM,An individual character within a word or sequence of characters,50080,r002,False,False,True,False,True
word,word,NOUN,TECHNICAL TERM,A sequence of letters that has meaning,50080,r005,False,True,False,True,False
MESMERISE,MESMERISE,PROPN,ORG,A company or organization that creates and sells puzzles based on the patterns in the word 'MESMERISE',50080,r001,False,False,False,False,True
sum,sum,NOUN,technical term,The result of adding a set of numbers,32585,r004,False,False,False,False,True
odd,odd,ADJ,technical term,Not divisible evenly by 2,32585,r003,False,False,True,False,True
number,numbers,NOUN,technical term,A mathematical concept representing quantity,32585,r002,False,False,True,True,True
inclusive,inclusive,NOUN,technical term,Describes a range that includes the endpoints,32585,r001,False,True,False,True,False
probability,probability,NOUN,Technical Term,"Chance, Likelihood in a situation",36939,r012,False,False,True,False,True
1800,1800,NUM,MONEY,Cost of the cycle,37815,r001,False,False,False,True,True
1800,1800,NUM,MONEY,Estimated value of the cycle,37815,r001,False,False,False,True,True
profit,profit,NOUN,technical term,Finance,37815,r007,False,False,False,True,False
220,220,NUM,MONEY,Desired profit,37815,r002,False,False,True,False,True
price,price,NOUN,technical term,Finance,37815,r006,False,False,True,True,False
Rs,Rs,PROPN,NORP,Currency,4650,r002,False,False,False,False,True
scooter,scooter,NOUN,Technical Term,Transportation,4650,r009,False,True,False,True,True
Rs,Rs,PROPN,PERSON,Currency,4650,r002,False,False,False,False,True
gain,gain,NOUN,Technical Term,Financial Analysis,4650,r005,False,False,False,True,False
percent,percent,NOUN,Technical Term,Mathematics,4650,r006,False,False,False,True,True
Taylor,Taylor,PROPN,PERSON,,36939,r001,False,False,False,False,True
make,make,VERB,,,36939,r011,False,False,True,True,False
basket,basket,NOUN,,,36939,r003,False,False,False,True,True
probability,probability,NOUN,,,36939,r012,False,False,True,False,True
Taylor,Taylor,PROPN,PERSON,,36939,r001,False,False,False,False,True
make,makes,VERB,,,36939,r011,False,False,True,True,False
exactly,exactly,ADV,,,36939,r007,False,True,False,False,True
basket,basket,NOUN,,,36939,r003,False,False,False,True,True
try,tries,NOUN,,,36939,r018,False,False,False,False,True
car,car,NOUN,,,77707,r001,False,True,False,True,True
move,moves,NOUN,,,77707,r004,False,False,True,True,True
hr,hr,NOUN,,,77707,r002,False,False,True,True,True
speed,speed,NOUN,,,77707,r006,False,False,False,False,True
car,car,NOUN,,,77707,r001,False,True,False,True,True
meter,meters,NOUN,,,77707,r003,False,False,False,False,True
second,second,ADV,,,77707,r005,False,False,False,True,False
person,persons,NOUN,,,30284,r008,False,False,False,True,True
go,went,VERB,,,30284,r003,False,False,False,False,True
hotel,hotel,NOUN,,,30284,r004,False,False,True,True,True
take,taking,VERB,,,30284,r011,False,False,True,False,False
meal,meals,NOUN,,,30284,r005,False,True,False,False,True
spend,spent,VERB,,,30284,r010,False,False,False,True,True
r 12,Rs 12,NOUN,PRODUCT,,30284,r009,False,False,False,True,True
meal,meals,NOUN,,,30284,r005,False,True,False,False,True
spend,spent,VERB,,,30284,r010,False,False,False,True,True
more,more,ADJ,,,30284,r007,False,False,False,True,True
average,average,ADJ,,,30284,r001,False,False,True,False,True
expenditure,expenditure,NOUN,,,30284,r002,False,True,True,True,True
total,total,ADJ,,,30284,r012,False,False,True,True,False
money,money,NOUN,,,30284,r006,False,False,False,False,True
spend,spent,VERB,,,30284,r010,False,False,False,True,True
initially,Initially,ADV,,,72282,r005,False,False,True,True,True
man,men,NOUN,,,72282,r007,False,False,False,True,True
woman,women,NOUN,,,72282,r014,False,True,False,True,False
room,room,NOUN,,,72282,r012,False,False,False,False,True
ratio,ratio,NOUN,,,72282,r011,False,False,False,False,True
then,Then,ADV,,,72282,r013,False,False,True,False,True
man,men,NOUN,,,72282,r007,False,False,False,True,True
enter,entered,VERB,,,72282,r004,False,True,False,True,True
room,room,NOUN,,,72282,r012,False,False,False,False,True
woman,women,NOUN,,,72282,r014,False,True,False,True,False
leave,left,VERB,,,72282,r006,False,False,True,False,False
room,room,NOUN,,,72282,r012,False,False,False,False,True
then,Then,ADV,,,72282,r013,False,False,True,False,True
number,number,NOUN,,,72282,r010,False,False,False,True,True
woman,women,NOUN,,,72282,r014,False,True,False,True,False
double,doubled,VERB,,,72282,r003,False,False,False,False,False
now,Now,ADV,,,72282,r009,False,False,False,True,True
be,are,VERB,,,72282,r001,False,False,True,True,True
man,men,NOUN,,,72282,r007,False,False,False,True,True
room,room,NOUN,,,72282,r012,False,False,False,False,True
many,many,ADJ,,,72282,r008,False,False,True,True,True
woman,women,NOUN,,,72282,r014,False,True,False,True,False
currently,currently,ADV,,,72282,r002,False,True,True,False,True
room,room,NOUN,,,72282,r012,False,False,False,False,True
complete,complete,VERB,,,30265,r001,False,False,False,False,True
project,project,NOUN,,,30265,r004,False,False,False,True,True
complete,complete,VERB,,,30265,r001,False,False,False,False,True
same,same,ADJ,,,30265,r006,False,True,False,True,True
project,project,NOUN,,,30265,r004,False,False,False,True,True
start,start,VERB,,,30265,r007,False,False,True,True,True
work,working,VERB,,,30265,r009,False,False,False,False,False
project,project,NOUN,,,30265,r004,False,False,False,True,True
together,together,ADV,,,30265,r008,False,False,True,False,True
quit,quits,NOUN,,,30265,r005,False,False,False,True,True
project,project,NOUN,,,30265,r004,False,False,False,True,True
complete,completed,VERB,,,30265,r001,False,False,False,False,True
many,many,ADJ,,,30265,r003,False,False,True,False,True
day,days,NOUN,,,30265,r002,False,True,True,True,False
project,project,NOUN,,,30265,r004,False,False,False,True,True
complete,completed,VERB,,,30265,r001,False,False,False,False,True
timing,timing,NOUN,,,95704,r012,False,False,False,False,True
college,college,NOUN,,,95704,r004,False,False,True,False,True
12 p.m,12 p.m,NUM,MONEY,,95704,r001,False,False,True,True,True
p.m.,p.m.,NOUN,,,95704,r010,False,False,False,True,True
lecture,lectures,NOUN,,,95704,r009,False,True,True,True,False
hold,held,VERB,,,95704,r008,False,False,True,False,False
give,given,VERB,,,95704,r007,False,False,False,True,True
duration,duration,NOUN,,,95704,r005,False,True,True,True,True
break,break,NOUN,,,95704,r003,False,False,False,True,True
5 minute,5 minutes,NUM,TIME,,95704,r002,False,False,False,False,True
lecture,lecture,NOUN,,,95704,r009,False,True,True,True,False
give,given,VERB,,,95704,r007,False,False,False,True,True
student,students,NOUN,,,95704,r011,False,False,False,False,True
find,Find,VERB,,,95704,r006,False,False,False,True,True
duration,duration,NOUN,,,95704,r005,False,True,True,True,True
lecture,lecture,NOUN,,,95704,r009,False,True,True,True,False
statue,statue,NOUN,,,94652,r011,False,False,False,True,False
carve,carved,VERB,,,94652,r002,False,False,False,True,False
sculptor,sculptor,NOUN,,,94652,r010,False,False,False,False,True
original,original,ADJ,,,94652,r007,False,False,True,False,True
piece,piece,NOUN,,,94652,r008,False,False,True,False,False
marble,marble,NOUN,,,94652,r006,False,True,True,True,True
weigh,weighed,VERB,,,94652,r012,False,False,False,True,True
cut,cut,VERB,,,94652,r004,False,True,False,False,True
away,away,ADV,,,94652,r001,False,False,False,True,True
remainder,remainder,NOUN,,,94652,r009,False,False,False,False,True
cut,cut,VERB,,,94652,r004,False,True,False,False,True
away,away,ADV,,,94652,r001,False,False,False,True,True
