word,part_of_speech,category,meaning,question_id, part_of_speech,Category,part_of_practice,example,object,part_of speech
high,ADJ,Collective Noun,"Elevated in position, status, or intensity",69,,,,,,
inalienable,ADJ,Technical Term,Fundamental rights,69,,,,,,
inherent,ADJ,Technical Term,"Essential, Fundamental",69,,,,,,
justice,NOUN,Technical Term,"Fairness, Equity",69,,,,,,
law,NOUN,Technical Term,System of rules,69,,,,,,
mankind,NOUN,Organization Name,Humanity,69,,,,,,
oppression,NOUN,Technical Term,"Injustice, Tyranny",69,,,,,,
last,ADJ,Individual Name,Referring to something as the final or ultimate option.,69,,,,,,
man,NOUN,Individual Name,"A human being, often used in a general sense.",69,,,,,,
member,NOUN,Organization Name, A person who belongs to or is part of a particular group or organization.,69,,,,,,
nation,NOUN,Organization Name,"A large body of people, typically sharing a common language, culture, and/or territory. Considered a political unit with its own government.",69,,,,,,
outrage,VERB,Technical Term,Extreme anger or indignation,69,,,,,,
peace,NOUN,Category,State of tranquility or harmony,69,,,,,,
people,NOUN,Individual Name,Human beings collectively,69,,,,,,
proclaim,VERB,Technical Term,Declare or announce something formally,69,,,,,,
promote,VERB,Technical Term,To encourage or support the development orprogress of,69,,,,,,
protect,VERB,Technical Term,To shield from harm or danger,69,,,,,,
rebellion,NOUN,Technical Term,Act of resistance or open defiance against authority,69,,,,,,
recognition,NOUN,Technical Term,Acknowledgement or identification of something,69,,,,,,
recourse,NOUN,Technical Term,Turning to someone or something for help or relief,69,,,,,,
relation,NOUN,Technical Term,Connection or association between people or things,69,,,,,,
resort,NOUN,Technical Term,Last resort,69,,,,,,
result,VERB,Technical Term,"Effect, consequence",69,,,,,,
right,NOUN,Technical Term,"Fundamental entitlement, just",69,,,,,,
rule,NOUN,Organization Name,Set of laws,69,,,,,,
speech,NOUN,Technical Term,"Expression, communication",69,,,,,,
state,NOUN,Technical Term,"Political condition, situation",69,,,,,,
technological,ADJ,Technical Term,Pertaining to technology,69,,,,,,
text,NOUN,Technical Term,Written or printed matter,69,,,,,,
tyranny,NOUN,Individual Name,Oppressive government,69,,,,,,
want,VERB,Technical Term,"Desire, need",69,,,,,,
world,NOUN,technical term,Global scale,69,,,,,,
world,NOUN,technical term,Global scale,69,,,,,,
Charter,PROPN,Organization Name,Agreement or Contract for Governance,70,,,,,,
Member,PROPN,Organization Name,Participant or Contributor,70,,,,,,
States,PROPN,GPE,Political Entities,70,,,,,,
accord,VERB,Technical Term,To Reach Agreement,70,,,,,,
achieve,VERB,Technical Term,To Accomplish or Attain,70,,,,,,
advancement,NOUN,Technical Term,Progress or Development,70,,,,,,
common,ADJ,Technical Term,Shared or United,70,,,,,,
cooperation,NOUN,Technical Term,Joint Effort or Collaboration,70,,,,,,
determine,VERB,Technical Term,To Decide Upon or Establish,70,,,,,,
dignity,NOUN,Technical Term,"Worth, Honor, or Respect",70,,,,,,
economic,ADJ,technical term,"finance, economy",70,,,,,,
equal,ADJ,abstract concept,"similarity, fairness",70,,,,,,
faith,NOUN,abstract concept,"confidence, belief",70,,,,,,
freedom,NOUN,abstract concept,"liberty, independence",70,,,,,,
full,ADJ,abstract concept,"complete, whole",70,,,,,,
fundamental,ADJ,abstract concept,"basic, essential",70,,,,,,
great,ADJ,abstract concept,"large, significant",70,,,,,,
growth,NOUN,abstract concept,"development, progress",70,,,,,,
have,VERB,action verb,possess,70,,,,,,
human,ADJ,abstract concept,"relating to people, individual",70,,,,,,
importance,NOUN,technical term,"Significance, weight, value",70,,,,,,
large,ADJ,technical term,"Extensive, significant size/magnitude",70,,,,,,
life,NOUN,technical term,"Living state, existence",70,,,,,,
man,NOUN,individual name,"Human being, male person",70,,,,,,
military,ADJ,organization name,"Armed forces, branches of defense",70,,,,,,
observance,NOUN,technical term,"Acknowledgment, adherence to a rule or custom",70,,,,,,
people,NOUN,organization name,"Group of individuals, collective humanity",70,,,,,,
person,NOUN,individual name,"Human being, individual entity",70,,,,,,
pledge,VERB/NOUN,technical term,"Promise, commitment",70,,,,,,
power,NOUN,technical term,"Ability to influence, control, or act",70,,,,,,
progress,NOUN,organization name,advancement towards a desired goal or state,70,,,,,,
promote,VERB,technical term,to advance or encourage the development of something,70,,,,,,
promotion,NOUN,organization name,the action of advocating for or encouraging something to grow or develop,70,,,,,,
reaffirm,VERB,organization name,to state a belief or commitment firmly and clearly,70,,,,,,
realization,NOUN,technical term,the act of becoming fully aware or conscious of something,70,,,,,,
respect,NOUN,organization name,"high regard for people, qualities or achievements and a willingness to treat them with care and consideration.",70,,,,,,
right,NOUN,organization name,"a fundamental, moral entitlement that should be guaranteed to individuals or groups",70,,,,,,
social,ADJ,technical term,relating to human society and its interactions,70,,,,,,
standard,NOUN,organization name,a unit of measurement or quality used as a benchmark for comparison,70,,,,,,
technological,ADJ,technical term,relating to the advancement of science and technology.,70,,,,,,
text,NOUN,,Written communication,70,,,,,,
the United Nations,DET,ORG,International Organization,70,,,,,,
understanding,NOUN,,Knowledge or awareness,70,,,,,,
universal,ADJ,,Global or Worldwide Scope,70,,,,,,
well,ADJ,,In a good condition or manner,70,,,,,,
woman,NOUN,Individual Name,Female Human Being,70,,,,,,
worth,NOUN,,Value or Importance,70,,,,,,
Charter,PROPN,Organization Name,Agreement,71,,,,,,
Member,PROPN,Individual Name,State participating in UN,71,,,,,,
States,PROPN,GPE,Political entities,71,,,,,,
United Nations,PROPN,Organization Name,International organization,71,,,,,,
accumulation,NOUN,Technical Term,"Collection, amassing",71,,,,,,
achieve,VERB,,"Attain, accomplish",71,,,,,,
common,ADJ,,"Shared, universal",71,,,,,,
cooperation,NOUN,Technical Term,Collaboration,71,,,,,,
determine,VERB,,"Decide, ascertain",71,,,,,,
dignity,NOUN,Technical Term,"Worth, respect",71,,,,,,
equal,ADJ,technical term,Equality,71,,,,,,
faith,NOUN,higher-level concept,Belief in fundamental rights,71,,,,,,
freedom,NOUN,higher-level concept,Liberty,71,,,,,,
full,ADJ,technical term,"Complete, Whole",71,,,,,,
fundamental,ADJ,higher-level concept,Essential,71,,,,,,
great,ADJ,higher-level concept,"Significatnt, Major",71,,,,,,
have,VERB,action,Possession,71,,,,,,
human,ADJ,technical term,Pertaining to humans,71,,,,,,
importance,NOUN,higher-level concept,Significance,71,,,,,,
influence,NOUN,technology,Power over actions or events,71,,,,,,
large,ADJ,Technical Term,Size,71,,,,,,
life,NOUN,Individual Name,Living beings,71,,,,,,
man,NOUN,Organization Name,Humanity/Kind,71,,,,,,
observance,NOUN,Technical Term,Compliance with laws/rules/norms,71,,,,,,
part,NOUN,Individual Name,Fragment/Component/Portion,71,,,,,,
people,NOUN,Individual Name,Human inhabitants,71,,,,,,
person,NOUN,Organization Name,Humans,71,,,,,,
pledge,"VERB, NOUN",Technical Term,Promise/Commitment,71,,,,,,
political,ADJ,Organization Name,Related to Government,71,,,,,,
progress,NOUN,Technical Term,Development/Advancement,71,,,,,,
promote,VERB,technical term,Advancement towards a goal (general),71,,,,,,
promotion,NOUN,technical term,Act of elevating or advancing (social progress),71,,,,,,
reaffirm,VERB,organization name,Reinforce commitment (international agreement),71,,,,,,
realization,NOUN,organization name,Achievement of established goals (human rights),71,,,,,,
recognize,VERB,technical term,Acknowledge as valid or important (value affirmation),71,,,,,,
respect,NOUN,social,Esteem and consideration towards individuals,71,,,,,,
right,NOUN,technical term,Legally protected entitlement (fundamental freedom),71,,,,,,
social,ADJ,social,Relating to human interaction and societal structures,71,,,,,,
standard,NOUN,technical term,Benchmarks for expected performance or quality (universal rights),71,,,,,,
status,NOUN,social,Position or rank within a social hierarchy (individual standing),71,,,,,,
understanding,NOUN,,"Knowledge, comprehension",71,,,,,,
universal,ADJ,,Applicable to all,71,,,,,,
wealth,NOUN,,"Possessions, resources",71,,,,,,
woman,NOUN,Individual Name,Female person,71,,,,,,
worth,NOUN,,"Value, significance",71,,,,,,
well,Adj,Descriptive Term,In a good or healthy condition,71,,,,,,
Charter,PROPN,Organization Name,"Agreement, Convention",72,,,,,,
Member,PROPN,Individual Name,Participants,72,,,,,,
States,PROPN,GPE,Nations,72,,,,,,
achieve,VERB,Technical Term,"Accomplish, Fulfill",72,,,,,,
alliance,NOUN,Organization Name,Cooperation Agreement,72,,,,,,
common,ADJ,Technical Term,Shared,72,,,,,,
cooperation,NOUN,Organization Name,Collaboration,72,,,,,,
cultural,ADJ,Technical Term, Relating to Culture,72,,,,,,
determine,VERB,Technical Term,"Decide, Establish",72,,,,,,
dignity,NOUN,Technical Term,"Respect, Worth",72,,,,,,
dominance,NOUN,technical term,Power or influence,72,,,,,,
economic,ADJ,technical term,Relating to economics or trade,72,,,,,,
equal,ADJ,technical term,Having the same rights or status,72,,,,,,
exchange,NOUN,technical term,"The act of trading or exchanging goods, services, or information",72,,,,,,
faith,NOUN,higher-level concept,Belief or trust,72,,,,,,
freedom,NOUN,higher-level concept,The ability to act or speak freely,72,,,,,,
full,ADJ,higher-level concept,Complete or entire,72,,,,,,
fundamental,ADJ,higher-level concept,Essential or basic,72,,,,,,
great,ADJ,higher-level concept,Large or significant,72,,,,,,
have,VERB,,To possess,72,,,,,,
human,ADJ,individual name,A person,72,,,,,,
importance,NOUN,concept,"Significance, meaningfulness",72,,,,,,
life,NOUN,concept,The state of being alive,72,,,,,,
man,NOUN,individual name,A male human,72,,,,,,
military,ADJ,organization name,Related to armed forces,72,,,,,,
observance,NOUN,concept,"Action of following or adhering to a rule, tradition, or agreement",72,,,,,,
people,NOUN,collective name,Humans collectively,72,,,,,,
person,NOUN,individual name,A human being,72,,,,,,
pledge,"VERB, NOUN",action,Promise to do or support something,72,,,,,,
large,ADJ,technical term,size or quantity exceeding average,72,,,,,,
program,NOUN,technical term,A planned set of activities designed to achieve a specific goal.,72,,,,,,
progress,NOUN,higher-level concept,Forward movement or development towards a desired state or objective.,72,,,,,,
promote,VERB,action,To support or encourage the advancement of something.,72,,,,,,
promotion,NOUN,higher-level concept,"The act of raising something to a higher position, rank, or status.",72,,,,,,
reaffirm,VERB,action,"To state or declare something again, more strongly or emphatically.",72,,,,,,
realization,NOUN,higher-level concept,"The act of understanding or becoming aware of something, often a realization that something is true.",72,,,,,,
respect,NOUN,higher-level concept,"A feeling of admiration for someone or something elicited by their abilities, qualities, or achievements; polite consideration or treatment.",72,,,,,,
right,NOUN,higher-level concept,"Something that is morally good, correct, or due.",72,,,,,,
social,ADJ,technical term,Relating to human society and its organization.,72,,,,,,
standard,NOUN,higher-level concept,"A level of quality, attainment, or performance considered acceptable or desirable.",72,,,,,,
understanding,NOUN,,Concept of Comprehension,72,,,,,,
universal,ADJ,,Worldwide Scope,72,,,,,,
well,ADJ,,Positive State,72,,,,,,
woman,NOUN,Individual Name,Female Human Being,72,,,,,,
worth,NOUN,,Value or Importance,72,,,,,,
Charter,PROPN,Organization Name,International Agreement on Human Rights,73,,,,,,
Member,PROPN,Individual Name,Participant in the United Nations,73,,,,,,
States,PROPN,GPE,Countries within the United Nations,73,,,,,,
accord,VERB,,Agree to,73,,,,,,
achieve,VERB,,To accomplish a Goal,73,,,,,,
agreement,NOUN,,Mutual Understanding,73,,,,,,
common,ADJ,,Shared,73,,,,,,
cooperation,NOUN,,Working Together,73,,,,,,
determine,VERB,,To Decide,73,,,,,,
dignity,NOUN,,Respect and Worth,73,,,,,,
equal,ADJ,technical term,Describes states of equality,73,,,,,,
essential,ADJ,technical term,Crucial for a process or outcome,73,,,,,,
faith,NOUN,higher-level concept,Strong belief or trust,73,,,,,,
freedom,NOUN,higher-level concept,The ability to act or speak without restraint,73,,,,,,
full,ADJ,technical term,Complete or total,73,,,,,,
fundamental,ADJ,higher-level concept,forming a necessary base or core; essential,73,,,,,,
global,ADJ,higher-level concept,Worldwide or international in scope,73,,,,,,
great,ADJ,higher-level concept,"Large, significant, or important",73,,,,,,
have,VERB,action,To possess or experience something,73,,,,,,
human,ADJ,higher-level concept,Relating to humans or their characteristics,73,,,,,,
importance,NOUN,Higher-level concept,Significantly impactful aspect,73,,,,,,
increase,VERB,Higher-level concept,Expansion or growth,73,,,,,,
innovation,NOUN,Higher-level concept,Novel ideas and advancements,73,,,,,,
large,ADJ,Higher-level concept,Significantly sized or great in quantity,73,,,,,,
life,NOUN,Higher-level concept,Existential state or experience,73,,,,,,
man,NOUN,Individual name,Human being,73,,,,,,
military,ADJ,Technical term,Relating to armed forces,73,,,,,,
observance,NOUN,Higher-level concept,Acknowledgement or adherence to a principle,73,,,,,,
people,NOUN,Individual name,Human beings collectively,73,,,,,,
person,NOUN,Individual name,A human being,73,,,,,,
pledge,"VERB, NOUN",Organization Name,Committing to action for a common goal,73,,,,,,
progress,NOUN,Technical Term,Advancement towards a desired state,73,,,,,,
promote,VERB,Organization Name,To actively support and encourage the development or success of something,73,,,,,,
promotion,NOUN,Technical Term,"The act of raising in rank, status, or pay",73,,,,,,
reaffirm,VERB,Technical Term,"To state or declare again, more firmly or emphatically",73,,,,,,
realization,NOUN,Technical Term,The act of becoming aware or conscious of something,73,,,,,,
respect,NOUN,Individual Name,"A high level of regard, appreciation, and esteem",73,,,,,,
right,NOUN,Technical Term,"Something that is morally correct or legally entitled, often with regards to individuals or groups",73,,,,,,
social,ADJ,Individual Name," Relating to human society and its structures, behaviors, and relationships",73,,,,,,
spending,NOUN,Organization Name,"The act of using up resources, typically money, for a purpose",73,,,,,,
standard,NOUN,Technical Term,"Quality, Expectation",73,,,,,,
technological,ADJ,Technical Term,Related to technology,73,,,,,,
