lemma,word,part_of_speech,category,meaning,question_id,code,p_0_masked,p_5_masked,p_10_masked,p_15_masked,p_20_masked,p_25_masked,p_30_masked,p_35_masked,p_40_masked,p_45_masked,p_50_masked,p_55_masked,p_60_masked,p_65_masked,p_70_masked,p_75_masked,p_80_masked,p_85_masked,p_90_masked,p_95_masked,p_100_masked
certain,certain,ADJ,QUANTIFIER,specific or definite,4696,r006,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,True,True,True,True,True,True
job,job,NOUN,technical term,A task or assignment,4696,r012,False,False,False,False,True,False,True,False,True,False,False,False,False,True,True,True,True,True,True,True,True
6 hour,6 hours,NUM,TIME,duration of time,4696,r002,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,True,True,True,True
respectively,respectively,ADV,  ,In the order specified,4696,r017,False,False,False,False,False,True,False,False,True,True,False,True,True,False,False,False,False,True,True,True,True
low,lowest,ADJ,  ,Describes a state of being less than average or typical.,4696,r013,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,True,True,True
fraction,fraction,NOUN,MATH,Part of a whole,4696,r009,False,False,False,False,True,False,False,True,False,False,False,True,True,False,True,True,True,True,True,True,True
job,job,NOUN,technical term,A task or assignment,4696,r012,False,False,False,False,True,False,True,False,True,False,False,False,False,True,True,True,True,True,True,True,True
do,done,VERB,ACTION,Perform or execute a task,4696,r008,False,False,False,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
people,people,NOUN,individual name,Human beings,4696,r014,False,False,False,False,False,False,True,True,False,False,False,True,False,True,True,False,True,False,False,True,True
work,working,VERB,Technical Term,Performing Labor,4696,r021,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,False,True,True,True,True
together,together,ADV,  ,In combination or unison,4696,r020,False,False,False,True,False,False,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True
respective,respective,ADJ,  ,Relating to each person individually.,4696,r016,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,True,True,True,True
rate,rates,NOUN,technical term,The speed or amount of work completed per unit of time,4696,r015,False,False,False,False,False,True,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True
measure,measure,NOUN,technical term,"The amount or extent of something, especially in geometry",37772,r014,False,True,False,True,False,False,False,False,True,False,True,False,True,True,True,True,True,True,True,True,True
angle,angle,NOUN,Technical Term,Geometric measurement formed by intersecting lines,37772,r005,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,True,True,True,True,True
Q,Q,PROPN,Technical Term,Angle measurement,37772,r001,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,True,False,False,True,True,True
make,made,VERB,,,37772,r013,False,False,False,True,False,False,True,True,True,False,True,False,True,False,True,True,True,True,True,True,True
diagonal,diagonals,NOUN,Technical Term,Line segment connecting two non-adjacent vertices,37772,r009,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,True,True,True
adjacent,adjacent,ADJ,Technical Term,Describes the relationship between shapes or parts,37772,r004,False,False,False,False,True,False,False,True,False,True,False,True,True,True,False,False,True,True,True,True,True
side,sides,NOUN,technical term,One of the linear edges of a shape,37772,r015,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True,False,True
cube,cube,NOUN,Technical Term,Geometric shape with 6 square sides,37772,r008,False,False,False,False,False,True,False,False,True,False,False,True,True,True,False,True,True,True,True,True,True
x,x,PROPN,variable,Unknown Quantity: Represents an unspecified number within a mathematical context.,87169,r036,False,False,True,False,False,False,False,False,False,True,True,True,True,False,True,True,True,True,True,True,True
positive,positive,ADJ,Technical Term,Values greater than zero (mathematical context),87169,r024,False,False,False,False,False,False,True,True,True,False,False,False,True,False,True,True,False,False,False,True,True
integer,integer,NOUN,technical term,whole number,87169,r012,False,False,False,False,True,False,False,True,True,False,True,False,True,False,True,True,True,True,True,True,True
x,x,PROPN,variable,Unknown Quantity: Represents an unspecified number within a mathematical context.,87169,r036,False,False,True,False,False,False,False,False,False,True,True,True,True,False,True,True,True,True,True,True,True
divide,divided,VERB,,Action of Separation or Division,87169,r006,False,False,True,False,False,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True
remainder,remainder,NOUN,Technical Term,Value left after division (mathematical operation),87169,r026,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,True,True,True,True,True
divide,divided,VERB,,Action of Separation or Division,87169,r006,False,False,True,False,False,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True
remainder,remainder,NOUN,Technical Term,Value left after division (mathematical operation),87169,r026,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,True,True,True,True,True
many,many,ADJ,general concept,a significant or substantial amount,87169,r018,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,True,True,True,True,True
there,there,ADV,,,87169,r032,False,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,True,False,True,True
class,class,NOUN,,Group of students,42615,r010,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,True,True,True,True,True
student,students,NOUN,individual name,"a learner, particularly someone enrolled in an educational institution",42615,r022,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,True,True,True,True,True
take,taking,VERB,technical term,to enroll or participate in a course or activity,42615,r023,False,False,False,False,False,False,True,False,True,False,False,True,True,False,True,True,False,True,True,True,True
French,French,PROPN,NORP,Nationality,42615,r003,False,False,False,False,True,True,False,True,False,False,True,True,False,True,False,True,True,False,True,True,True
take,taking,VERB,technical term,to enroll or participate in a course or activity,42615,r023,False,False,False,False,False,False,True,False,True,False,False,True,True,False,True,True,False,True,True,True,True
German,German,PROPN,NORP,Nationality,42615,r004,False,False,True,False,False,False,True,True,False,True,True,True,False,True,True,False,True,True,True,True,True
student,students,NOUN,individual name,"a learner, particularly someone enrolled in an educational institution",42615,r022,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,True,True,True,True,True
take,taking,VERB,technical term,to enroll or participate in a course or activity,42615,r023,False,False,False,False,False,False,True,False,True,False,False,True,True,False,True,True,False,True,True,True,True
French,French,PROPN,NORP,Nationality,42615,r003,False,False,False,False,True,True,False,True,False,False,True,True,False,True,False,True,True,False,True,True,True
german,German,ADJ,NORP,Language,42615,r016,False,False,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True
take,taking,VERB,technical term,to enroll or participate in a course or activity,42615,r023,False,False,False,False,False,False,True,False,True,False,False,True,True,False,True,True,False,True,True,True,True
course,courses,NOUN,technical term,Education,42615,r011,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,False,True,True,True,True,True
many,many,ADJ,,Quantity,42615,r018,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,True,True,True
student,students,NOUN,individual name,"a learner, particularly someone enrolled in an educational institution",42615,r022,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,True,True,True,True,True
enrol,enrolled,VERB,,Registration for a class or program,42615,r012,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,True,True,False,True
course,course,NOUN,technical term,Education,42615,r011,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,False,True,True,True,True,True
man,man,NOUN,Individual Name,"A human being, particularly a male adult",16818,r014,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,True,True,True,True
take,took,VERB,technical term,Loan action,16818,r021,False,False,False,False,True,True,False,False,False,False,False,False,True,True,True,False,True,True,True,True,True
loan,loan,NOUN,Technical Term,"A sum of money borrowed, typically to be repaid with interest.",16818,r013,False,False,False,False,False,False,True,False,True,False,True,True,True,True,True,True,True,False,True,True,True
rate,rate,NOUN,Technical Term,The expressed percentage charge or return on a loan or investment.,16818,r019,False,False,True,False,False,False,False,False,False,True,False,True,False,True,True,True,True,True,True,True,True
annum,annum,ADJ,,Per year,16818,r008,False,False,False,False,False,False,True,False,True,False,False,False,True,True,True,True,True,False,True,True,True
simple,simple,ADJ,Technical Term,A type of interest calculation where only the principal amount earns interest.,16818,r020,False,False,False,False,True,False,False,False,False,True,True,False,True,True,True,True,False,False,False,True,True
interest,interest,NOUN,Technical Term,The cost of borrowing money expressed as a percentage of the principal amount.,16818,r012,False,False,False,False,True,False,True,False,False,True,True,False,False,True,True,True,True,True,True,True,True
