lemma,word,part_of_speech,category,meaning,question_id,code
4.00,4.00,NUM,MONEY,Currency,56787,r003
hour,hour,NOUN,TIME,Unit of time,56787,r012
standard,standard,ADJ,,"Normal, typical, or widely accepted",56787,r020
tip,tip,NOUN,technical term,Gratuity,56787,r022
rate,rate,NOUN,technical term,Frequency or measurement of something per unit,56787,r017
cost,cost,NOUN,Technical Term,Expense,56787,r007
order,orders,NOUN,Technical Term,Customer request at a restaurant,56787,r016
serve,serves,VERB,,To fulfill a request or provide a service,56787,r018
work,worked,VERB,technical term,Labor,56787,r025
shift,shifts,NOUN,Technical Term,Work period or segment assigned to employees,56787,r019
average,averaged,VERB,Technical Term,Calculation Method,56787,r006
40,40,NUM,MONEY,Amount of Money,56787,r004
order,orders,NOUN,Technical Term,Customer request at a restaurant,56787,r016
hour,hour,NOUN,TIME,Unit of time,56787,r012
much,much,ADJ,,A large or significant amount,56787,r015
Jill,Jill,PROPN,PERSON,Individual,56787,r005
earn,earn,VERB,technical term,Compensation received for work,56787,r011
boy,boy,NOUN,individual name,A young male human.,29285,r001
have,has,VERB,technical term,To possess or own something.,29285,r004
trouser,trousers,NOUN,,A type of lower-body garment.,29285,r009
shirt,shirts,NOUN,,An article of clothing covering the torso and arms.,29285,r008
many,many,ADJ,,A large quantity.,29285,r005
different,different,ADJ,technical term,Distinct or dissimilar.,29285,r002
way,ways,NOUN,,A method or manner of doing something.,29285,r010
select,select,VERB,technical term,To choose something.,29285,r007
trouser,trouser,NOUN,,A type of lower-body garment.,29285,r009
shirt,shirt,NOUN,,An article of clothing covering the torso and arms.,29285,r008
many,many,ADJ,,Quantify a large amount,46134,r005
term,terms,NOUN,Technical Term,Element within a sequence or series,46134,r010
there,there,ADV,,,46134,r012
Jayant,Jayant,PROPN,Individual Name,Person's name,57548,r007
get,gets,VERB,,acquire or receive something,57548,r012
3 mark,3 marks,NUM,MONEY,Points awarded for a correct answer,57548,r003
right,right,ADJ,technical term,correct or accurate,57548,r017
sum,sum,NOUN,technical term,total or amount resulting from addition,57548,r019
lose,loses,VERB,,fail to win or achieve something,57548,r014
2 mark,2 marks,NUM,MONEY,Points awarded for a correct answer,57548,r002
wrong,wrong,ADJ,technical term,Incorrect answer,57548,r021
sum,sum,NOUN,technical term,total or amount resulting from addition,57548,r019
attempt,attempts,VERB,,Action of trying,57548,r009
sum,sums,NOUN,technical term,total or amount resulting from addition,57548,r019
obtain,obtains,VERB,,acquire or get something,57548,r016
40 mark,40 marks,NUM,MONEY,Total points earned in the problem.,57548,r004
number,number,NOUN,technical term,quantity or amount,57548,r015
sum,sums,NOUN,technical term,total or amount resulting from addition,57548,r019
attempt,attempted,VERB,,Action of trying,57548,r009
correctly,correctly,ADV,Technical Term,State of being right or accurate,57548,r010
congress,congress,PROPN,ORG,United States legislative body,63741,r005
Democrats,Democrats,PROPN,NORP,Political party,63741,r002
rest,rest,NOUN,"organization name, individual name",remaining faction,63741,r012
Republicans,Republicans,PROPN,NORP,Political party,63741,r003
vote,vote,NOUN,general actions,express choice,63741,r016
new,new,ADJ,NONE,Recent or recently introduced,63741,r009
law,law,NOUN,Legal Term,A rule or regulation with legal force,63741,r007
member,members,NOUN,Organization Name,"Individual belonging to a group, organization, etc.",63741,r008
Democrats,Democrats,PROPN,NORP,Political party,63741,r002
member,members,NOUN,Organization Name,"Individual belonging to a group, organization, etc.",63741,r008
Republicans,Republicans,PROPN,NORP,Political party,63741,r003
expect,expected,VERB,NONE,To anticipate or believe something will happen,63741,r006
vote,vote,VERB,general actions,express choice,63741,r016
new,new,ADJ,NONE,Recent or recently introduced,63741,r009
law,law,NOUN,Legal Term,A rule or regulation with legal force,63741,r007
percent,percent,NOUN,technical term,Proportion,63741,r011
member,members,NOUN,Organization Name,"Individual belonging to a group, organization, etc.",63741,r008
expect,expected,VERB,NONE,To anticipate or believe something will happen,63741,r006
vote,vote,VERB,general actions,express choice,63741,r016
new,new,ADJ,NONE,Recent or recently introduced,63741,r009
law,law,NOUN,Legal Term,A rule or regulation with legal force,63741,r007
be,are,VERB,,"Exist, State",48976,r005
student,students,NOUN,organization name,The group of individuals residing in the hostel.,48976,r021
hostel,hostel,NOUN,Organization Name,Residence for students,48976,r013
no,no,NOUN,,,48976,r017
.,.,NOUN,,,48976,r001
student,students,NOUN,organization name,The group of individuals residing in the hostel.,48976,r021
increase,increases,VERB,,To grow larger in size or amount,48976,r014
expense,expenses,NOUN,OBJECT,"Cost, Expense",48976,r009
mess,mess,NOUN,Organization Name,Common dining hall,48976,r016
increase,increase,NOUN,,To grow larger in size or amount,48976,r014
Rs.42,Rs.42,PROPN,MONEY,Monetary Value,48976,r003
day,day,NOUN,,Time Unit,48976,r006
average,average,ADJ,,"Typical, Mean",48976,r004
expenditure,expenditure,NOUN,OBJECT,"Spending, Outlay",48976,r008
head,head,NOUN,Organization Name,Leader of a group,48976,r011
diminish,diminishes,VERB,,Reduce,48976,r007
rs1,Rs1,NOUN,Currency,Indian Rupee 1,48976,r020
find,Find,VERB,,"Discover, Determine",48976,r010
original,original,ADJ,,First or earliest,48976,r018
expenditure,expenditure,NOUN,OBJECT,"Spending, Outlay",48976,r008
mess,mess,NOUN,Organization Name,Common dining hall,48976,r016
numerator,numerator,NOUN,technical term,the upper part of a fraction,15230,r012
fraction,fraction,NOUN,technical term,"Ratio, Proportion",15230,r009
q,Q,NOUN,technical term,represents a fraction or question being analyzed,15230,r015
triple,tripled,VERB,technical term,To multiply a value by three,15230,r023
denominator,denominator,NOUN,technical term,Lower Value in a Ratio,15230,r006
fraction,fraction,NOUN,technical term,"Ratio, Proportion",15230,r009
double,doubled,VERB,technical term,Multiply by Two,15230,r007
result,resulting,VERB,technical term,the outcome of a process,15230,r018
fraction,fraction,NOUN,technical term,"Ratio, Proportion",15230,r009
reflect,reflect,VERB,technical term,to show or indicate a change or result,15230,r017
increase,increase,NOUN,technical term,"Growth, Expansion",15230,r010
percent,percent,NOUN,technical term,per hundred; a measure expressed as a percentage,15230,r013
average,average,ADJ,Technical Term,Represents a central value in a dataset.,16288,r011
age,age,NOUN,technical term,A person's lifespan in years,16288,r009
A,A,PROPN,individual name,Represents an individual named 'A',16288,r004
C,C,PROPN,individual name,Represents an individual named 'C',16288,r007
C,C,PROPN,Individual Name,Represents a person's identity,16288,r007
averageage,averageage,NOUN,Technical Term,Represents a central value in a dataset.,16288,r012
A,A,PROPN,individual name,Represents an individual named 'A',16288,r004
B,B,PROPN,individual name,Represents an individual named 'B',16288,r006
B,B,PROPN,Individual Name,Represents a person's identity,16288,r006
then,then,ADV,,Next in time or order,16288,r023
weight,weight,NOUN,technical term,Significance or importance,16288,r024
B,B,PROPN,individual name,Represents an individual named 'B',16288,r006
B,B,PROPN,Individual Name,Represents a person's identity,16288,r006
population,population,NOUN,general concept,Group of organisms,2271,r010
population,population,NOUN,Technical Term,Number of Beings in a Given Area,2271,r010
population,population,NOUN,,Number of Beings (Living),2271,r010
bacteria,bacteria,NOUN,technical term,Microscopic organism,2271,r004
bacteria,bacteria,NOUN,Technical Term,Single-celled Organism,2271,r004
colony,colony,NOUN,technical term,Group of organisms,2271,r005
double,doubles,VERB,technical term,To increase exponentially,2271,r007
double,doubles,VERB,,Increase Quantity,2271,r007
day,day,NOUN,technical term,Unit of time in a biological cycle,2271,r006
start,started,VERB,Technical Term,The commencement of a process or activity,2271,r011
bacteria,bacteria,NOUN,technical term,Microscopic organism,2271,r004
bacteria,bacteria,NOUN,Technical Term,Single-celled Organism,2271,r004
bacteria,bacteria,NOUN,technical term,Microscopic organism,2271,r004
bacteria,bacteria,NOUN,Technical Term,Single-celled Organism,2271,r004
live,lives,VERB,technical term,To exist and function,2271,r009
live,lives,VERB,, Biological Process,2271,r009
large,large,ADJ,general concept,Significant in size or quantity,2271,r008
large,large,ADJ,,Abundant,2271,r008
colony,colony,NOUN,technical term,Group of organisms,2271,r005
average,average,NOUN,Technical Term,The arithmetic mean of a set of numbers,68521,r003
prime,prime,ADJ,Technical Term,A whole number greater than 1 that is only divisible by 1 and itself,68521,r006
number,numbers,NOUN,Technical Term,A mathematical value representing a quantity,68521,r005
many,many,ADJ,,,27660,r008
year,years,NOUN,Technical Term,A unit of time representing 365 days,27660,r013
Rs,Rs,PROPN,NORP,abbreviation for Rupees (Indian currency),27660,r003
produce,produce,VERB,Technical Term,"To Generate (e.g., to generate interest).",27660,r009
same,same,ADJ,Technical Term,Equal in value or amount,27660,r011
interest,interest,NOUN,Technical Term,Income Generated by an investment (financial).,27660,r006
Rs,Rs,PROPN,NORP,abbreviation for Rupees (Indian currency),27660,r003
produce,produce,VERB,Technical Term,"To Generate (e.g., to generate interest).",27660,r009
population,population,NOUN,Technical Term,Number of individuals in a particular group or area,70084,r010
bacteria,bacteria,NOUN,Technical Term,"Microscopic, single-celled organisms",70084,r004
colony,colony,NOUN,Organization Name,Group of bacteria living together,70084,r005
double,doubles,VERB,,Increase by a factor of two,70084,r007
day,day,NOUN,Technical Term,"Unit of time, 24 hours long",70084,r006
start,started,VERB,Technical Term,initiate,70084,r011
bacteria,bacteria,NOUN,Technical Term,"Microscopic, single-celled organisms",70084,r004
bacteria,bacteria,NOUN,Technical Term,"Microscopic, single-celled organisms",70084,r004
live,lives,VERB,,Be alive and functioning,70084,r009
large,large,ADJ,,Significant in size or quantity,70084,r008
colony,colony,NOUN,Organization Name,Group of bacteria living together,70084,r005
steamer,steamer,NOUN,technical term,Boat propelled by engine - often with river navigation in context,154,r024
go,going,VERB,general,To move from one place to another.,154,r017
upstream,upstream,ADV,higher-level concept,against the current flow,154,r027
cover,cover,VERB,technical term,To travel or complete a journey over a certain distance.,154,r011
distance,distance,NOUN,technical term,The amount of space between two points.,154,r014
same,same,ADJ,higher-level concept,"identical, comparable",154,r022
steamer,steamer,NOUN,technical term,Boat propelled by engine - often with river navigation in context,154,r024
go,going,VERB,general,To move from one place to another.,154,r017
downstream,downstream,NOUN,technical term,In the direction of the flow of a river or other waterway.,154,r015
cover,cover,VERB,technical term,To travel or complete a journey over a certain distance.,154,r011
distance,distance,NOUN,technical term,The amount of space between two points.,154,r014
town,towns,NOUN,organization name,settlement with civic organization,154,r026
long,long,ADV,general,Extending over a great distance or amount of time.,154,r019
take,take,VERB,higher-level concept,"require, consume, need",154,r025
raft,raft,NOUN,technical term,Watercraft,154,r021
move,moving,VERB,general,To change position.,154,r020
speed,speed,NOUN,technical term,"velocity, rate of movement",154,r023
current,current,NOUN,technical term,The flow of water in a river or other waterway.,154,r012
float,float,VERB,technical term,To stay on the surface of a liquid without sinking.,154,r016
B,B,PROPN,ORG,,154,r006
A,A,PROPN,ORG,,154,r005
John,John,PROPN,PERSON,Person's name,4650,r006
buy,buys,VERB,,Acquire,4650,r012
bike,bike,NOUN,technical term,Mode of Transportation,4650,r011
Rs,Rs,PROPN,NORP,Indian Rupees,4650,r008
.,.,PROPN,OTHER,.,4650,r001
spend,spends,VERB,Technical Term,To allocate resources for a specific purpose or activity.,4650,r021
r,Rs,NOUN,,Rupee Symbol,4650,r016
.,.,PROPN,OTHER,.,4650,r001
repair,repairs,NOUN,technical term,Restoration,4650,r017
sell,sells,VERB,,Dispose,4650,r020
scooter,scooter,NOUN,technical term,Two-wheeled Vehicle,4650,r019
Rs,Rs,PROPN,PERSON,Indian Rupees,4650,r008
.,.,PROPN,OTHER,.,4650,r001
gain,gain,NOUN,technical term,Profit,4650,r014
percent,percent,NOUN,technical term,Percentage,4650,r015
percent,percent,NOUN,TECHNICAL TERM,Percentage,21387,r007
selling,selling,NOUN,Technical Term,Revenue Generation,21387,r010
price,price,NOUN,Technical Term,Valuation,21387,r008
cost,cost,NOUN,Technical Term,Expense,21387,r004
price,price,NOUN,Technical Term,Valuation,21387,r008
gross,gross,ADJ,,Total,21387,r005
profit,profit,NOUN,Technical Term,Financial Gain,21387,r009
selling,selling,NOUN,Technical Term,Revenue Generation,21387,r010
price,price,NOUN,Technical Term,Valuation,21387,r008
car,car,NOUN,organization name,Type of vehicle,69205,r006
dealership,dealership,NOUN,organization name,Business,69205,r009
contain,contains,VERB,,Action,69205,r007
m,m,PROPN,Individual Name,Represents a car dealership,69205,r011
car,cars,NOUN,organization name,Type of vehicle,69205,r006
minivan,minivans,NOUN,Technical Term,Type of vehicle often found at car dealerships,69205,r013
sedan,sedans,NOUN,Technical Term,Type of vehicle often found at car dealerships,69205,r018
Kevin,Kevin,PROPN,PERSON,Person's name,69205,r003
car,car,NOUN,organization name,Type of vehicle,69205,r006
