word,part_of_speech,category,meaning,question_id, word,source_text,text,source,meaning ,_meaning,"},   {",recently,rock,say
make,VERB,,To cause something to exist or happen,20231222_15,,,,,,,,,,
many,ADJ,,A large but unspecified number,20231222_15,,,,,,,,,,
most,ADJ,,The greatest amount or degree,20231222_15,,,,,,,,,,
record,NOUN,technical term,A documented achievement,20231222_15,,,,,,,,,,
release,VERB,,To make something publicly available,20231222_15,,,,,,,,,,
set,VERB,,To achieve or establish a particular level or amount,20231222_15,,,,,,,,,,
thank,NOUN,,An expression of gratitude,20231222_15,,,,,,,,,,
theater,NOUN,technical term,A place for performing plays and musicals,20231222_15,,,,,,,,,,
tour,NOUN,organization name,A journey or series of performances by performers,20231222_15,,,,,,,,,,
win,VERB,organization name,Achievement in a competition or field,20231222_15,,,,,,,,,,
worldwide,ADJ,technical term,"Having global reach, encompassing the whole world",20231222_15,,,,,,,,,,
15,NUM,CARDINAL,Quantitative,20231222_0,,,,,,,,,,
Chaos,PROPN,EVENT,State of disorder,20231222_0,,,,,,,,,,
House,PROPN,ORG,Political Institution,20231222_0,,,,,,,,,,
Kevin McCarthy,PROPN,PERSON,Politician,20231222_0,,,,,,,,,,
Louisiana,PROPN,GPE,Geographical Location,20231222_0,,,,,,,,,,
Marjorie Taylor Greene,PROPN,PERSON,Politician,20231222_0,,,,,,,,,,
Mike Johnson,PROPN,PERSON,Politician,20231222_0,,,,,,,,,,
October,PROPN,DATE,Temporal Unit,20231222_0,,,,,,,,,,
Rep.,PROPN,NORP,Political Affiliation,20231222_0,,,,,,,,,,
Republican,PROPN,NORP,Political Party,20231222_0,,,,,,,,,,
choose,VERB,Technical Term,Selection Process,20231222_0,,,,,,,,,,
elect,VERB,Technical Term,Formal Selection,20231222_0,,,,,,,,,,
new,ADJ,,Recent or Unfamiliar,20231222_0,,,,,,,,,,
oust,VERB,Technical Term,Deposition from Position,20231222_0,,,,,,,,,,
reign,VERB,Technical Term,Period of Rule or Control,20231222_0,,,,,,,,,,
round,NOUN,Technical Term,Completed Cycle,20231222_0,,,,,,,,,,
Steve Scalise,PROPN,Individual Name,,20231222_0,,,,,,,,,,
Tom Emmer,PROPN,Individual Name,,20231222_0,,,,,,,,,,
US,PROPN,GPE,,20231222_0,,,,,,,,,,
speaker,NOUN,technical term,Leadership position in a legislative body,20231222_0,,,,,,,,,,
the US House of Representatives,DET,organization name,United States legislative body,20231222_0,,,,,,,,,,
then,ADV,technical term,Indicates a subsequent event in time,20231222_0,,,,,,,,,,
voting,NOUN,technical term,The process of expressing preference or choice,20231222_0,,,,,,,,,,
SAG-AFTRA,PROPN,ORGANIZATION NAME,Labor Union,20231110_11,,,,,,,,,,
Hollywood,PROPN,GPE,Entertainment Industry Hub,20231110_11,,,,,,,,,,
actor,NOUN,TECHNICAL TERM,Performing Artist,20231110_11,,,,,,,,,,
deal,NOUN,TECHNICAL TERM,"Agreement, Contract",20231110_11,,,,,,,,,,
end,VERB,ACTION,Termination,20231110_11,,,,,,,,,,
film,NOUN,TECHNICAL TERM,Motion Picture,20231110_11,,,,,,,,,,
historic,ADJ,QUALIFIER,"Significant, Having Impact",20231110_11,,,,,,,,,,
auto,NOUN,Technical Term,Self-driving technology,20231110_11,,,,,,,,,,
carpenter,NOUN,Technical Term,Person who works with wood,20231110_11,,,,,,,,,,
strike,NOUN,,Work stoppage,20231110_11,,,,,,,,,,
monthslong,ADJ,,Extended Period of Time,20231110_11,,,,,,,,,,
teacher,NOUN,Technical Term,Educator,20231110_11,,,,,,,,,,
tv,NOUN,Technical Term,Television,20231110_11,,,,,,,,,,
reach,VERB,,,20231110_11,,,,,,,,,,
represent,VERB,,,20231110_11,,,,,,,,,,
tentative,ADJ,,,20231110_11,,,,,,,,,,
labor,NOUN,Technical Term,Collective work effort,20231110_11,,,,,,,,,,
studio,NOUN,Organization Name,Entertainment Industry,20231110_11,,,,,,,,,,
this week,DET,DATE,Time,20231110_11,,,,,,,,,,
union,NOUN,Organization Name,A group of workers who join together to gain better working conditions.,20231110_11,,,,,,,,,,
worker,NOUN,Individual Name,A person who performs manual or mental labor for pay.,20231110_11,,,,,,,,,,
South Korea,PROPN,GPE,Country,20240112_6,,,,,,,,,,
ban,VERB,,Prohibition,20240112_6,,,,,,,,,,
become,VERB,,Transformation,20240112_6,,,,,,,,,,
bill,NOUN,,Legislation,20240112_6,,,,,,,,,,
breeding,NOUN,,Reproduction,20240112_6,,,,,,,,,,
centuries-old,ADJ,,Historical Duration,20240112_6,,,,,,,,,,
chew,VERB,,Mastication,20240112_6,,,,,,,,,,
consumption,NOUN,,Intake,20240112_6,,,,,,,,,,
controversial,ADJ,,Disagreement,20240112_6,,,,,,,,,,
dog,NOUN,,Animal,20240112_6,,,,,,,,,,
domestically,ADV,Technical Term,Describes actions or situations within a country,20240112_6,,,,,,,,,,
end,VERB,Technical Term,Brings something to a conclusion,20240112_6,,,,,,,,,,
hugely,ADV,Technical Term,To a very great degree or extent,20240112_6,,,,,,,,,,
human,ADJ,Technical Term,Relating to people or humankind,20240112_6,,,,,,,,,,
law,NOUN,Technical Term,A rule or set of rules made by a governing body,20240112_6,,,,,,,,,,
legislation,NOUN,Technical Term,The process of making and passing laws,20240112_6,,,,,,,,,,
parliament,NOUN,Organization Name,A legislative body with the power to make laws,20240112_6,,,,,,,,,,
pass,VERB,Technical Term,"To approve or enact (a law, bill, etc.)",20240112_6,,,,,,,,,,
gum,NOUN,technical term,Product Name,20240112_6,,,,,,,,,,
meat,NOUN,technical term,Food Product,20240112_6,,,,,,,,,,
radio,NOUN,Technical Term,Communication Device,20240112_6,,,,,,,,,,
sale,NOUN,Technical Term,Transaction of Goods,20240112_6,,,,,,,,,,
slaughter,NOUN,Technical Term,Killing for Food Production,20240112_6,,,,,,,,,,
supplement,NOUN,Technical Term,Nutritional Addition,20240112_6,,,,,,,,,,
support,NOUN,Technical Term,"Assistance, Endorsement",20240112_6,,,,,,,,,,
this week,DET,DATE,Time Period,20240112_6,,,,,,,,,,
tradition,NOUN,Technical Term,Cultural Practice,20240112_6,,,,,,,,,,
unanimous,ADJ,Technical Term,Unifirm Decision,20240112_6,,,,,,,,,,
vitamin,NOUN,Technical Term,Nutrient Supplement,20240112_6,,,,,,,,,,
world,NOUN,Technical Term,Planet Earth,20240112_6,,,,,,,,,,
aim,VERB,Technical Term,Set a goal,20231201_16,,,,,,,,,,
ban,VERB,Technical Term,Legally prohibit,20231201_16,,,,,,,,,,
beach,NOUN,Organization Name,Recreational area near the sea,20231201_16,,,,,,,,,,
country,NOUN,Organization Name,Independent nation,20231201_16,,,,,,,,,,
create,VERB,Technical Term,Bring into existence,20231201_16,,,,,,,,,,
France,PROPN,GPE,Country,20231201_16,,,,,,,,,,
Greece,PROPN,GPE,Country,20231201_16,,,,,,,,,,
Mexico,PROPN,GPE,Country,20231201_16,,,,,,,,,,
Spain,PROPN,GPE,Country,20231201_16,,,,,,,,,,
2032,NUM,DATE,Target year for a tobacco-free generation,20231201_16,,,,,,,,,,
generation,NOUN,Organization Name,Group of people born at a particular time,20231201_16,,,,,,,,,,
government,NOUN,Organization Name,The ruling body of a state or country,20231201_16,,,,,,,,,,
health,NOUN,Technical Term,State of being free from illness or injury,20231201_16,,,,,,,,,,
minister,NOUN,Individual Name,High-ranking government official,20231201_16,,,,,,,,,,
park,NOUN,Organization Name,Public green space,20231201_16,,,,,,,,,,
public,ADJ,Technical Term,Available or intended for use by all,20231201_16,,,,,,,,,,
smoking,NOUN,Technical Term,The act of inhaling and exhaling the smoke from a burning substance,20231201_16,,,,,,,,,,
tobacco-free,NOUN,Technical Term,Free from tobacco products or smoke,20231201_16,,,,,,,,,,
this week,DET,DATE,A period of seven days starting on Sunday,20231201_16,,,,,,,,,,
say,VERB,"organization name, individual name, technical term",words that express higher-level concepts (multiple possible). Do not use other 'words',20231201_16,,,,,,,,,,
Egypt,PROPN,GPE,Country,20231103_10,,,,,,,,,,
Gaza,PROPN,GPE,"City, Enclave",20231103_10,,,,,,,,,,
Gaza,PROPN,GPE,Enclave,20231103_10,,,,,,,,,,
Libya,PROPN,GPE,Country,20231103_10,,,,,,,,,,
Palestinians,PROPN,NORP,"Nationality, Religious Group",20231103_10,,,,,,,,,,
Syria,PROPN,GPE,Country,20231103_10,,,,,,,,,,
Yemen,PROPN,GPE,Country,20231103_10,,,,,,,,,,
allow,VERB,,Permit,20231103_10,,,,,,,,,,
begin,VERB,,Initiate,20231103_10,,,,,,,,,,
besiege,VERB,,Surround and Attack,20231103_10,,,,,,,,,,
country,NOUN,organization name,Political entity,20231103_10,,,,,,,,,,
cross,VERB,,To traverse a geographical boundary,20231103_10,,,,,,,,,,
egyptian,ADJ,NORP,Relating to Egypt or its people,20231103_10,,,,,,,,,,
enclave,NOUN,Technical Term,Geographically isolated region,20231103_10,,,,,,,,,,
exodus,NOUN,,Mass departure,20231103_10,,,,,,,,,,
first,ADJ,ORDINAL,Initial instance,20231103_10,,,,,,,,,,
flee,VERB,,To seek refuge from danger,20231103_10,,,,,,,,,,
foreign,ADJ,,Not native to a particular country,20231103_10,,,,,,,,,,
foreigner,NOUN,individual name,Non-citizen,20231103_10,,,,,,,,,,
hundred,NOUN,CARDINAL,Quantity of one hundred,20231103_10,,,,,,,,,,
injure,VERB,,Harm or damage to a person,20231103_10,,,,,,,,,,
leave,VERB,,Depart from a location,20231103_10,,,,,,,,,,
medium,NOUN,,A channel or method of communication,20231103_10,,,,,,,,,,
national,ADJ,,Relating to a nation or country,20231103_10,,,,,,,,,,
official,NOUN,Organization Name,A person holding a formal position of authority,20231103_10,,,,,,,,,,
sanctioned,ADJ,,Approved or authorized by an official body,20231103_10,,,,,,,,,,
say,VERB,,To express oneself verbally,20231103_10,,,,,,,,,,
start,VERB,,To begin something,20231103_10,,,,,,,,,,
the Israel-Hamas war,DET,Event,An armed conflict between Israel and Hamas,20231103_10,,,,,,,,,,
this week,DET,Date,The current week,20231103_10,,,,,,,,,,
time,NOUN,technical term,Duration,20231103_10,,,,,,,,,,
week,NOUN,DATE,A period of 7 days,20231103_10,,,,,,,,,,
British Academy,PROPN,ORG,Organization that awards prizes,20231208_1,,,,,,,,,,
Medal,NOUN,,Award of Recognition,20231208_1,,,,,,,,,,
Off Menu,Common Noun,WORK_OF_ART,Podcast featuring guests discussing their dream meals,20231208_1,,,,,,,,,,
Desert Island Discs,Common Noun,WORK_OF_ART,Podcast where guests choose music for a hypothetical desert island scenario,20231208_1,,,,,,,,,,
Dominic Sandbrook,Noun Phrase,PERSON,"Podcasts Host, Historian/Commentator",20231208_1,,,,,,,,,,
Ed Gamble,Noun Phrase,PERSON,Comedian/Podcaster,20231208_1,,,,,,,,,,
Gary Lineker's,Possessive Noun Phrase,PERSON,"Former Athlete, Business Owner",20231208_1,,,,,,,,,,
Goalhanger Podcasts,Noun Phrase,ORGANIZATION NAME,Podcast Production Company,20231208_1,,,,,,,,,,
James Acaster,Noun Phrase,PERSON,Comedian/Podcaster,20231208_1,,,,,,,,,,
President,PROPN,Individual Name,Head of State,20231208_1,,,,,,,,,,
Tom Holland,PROPN,Individual Name,Podcast Host,20231208_1,,,,,,,,,,
award,VERB,,Recognize achievement,20231208_1,,,,,,,,,,
become,VERB,,Achieve a state,20231208_1,,,,,,,,,,
company,NOUN,Organization Name,Business entity,20231208_1,,,,,,,,,,
create,VERB,,Generate,20231208_1,,,,,,,,,,
enthusiast,NOUN,Individual,Person with strong interest,20231208_1,,,,,,,,,,
ever,ADV,,unprecedented,20231208_1,,,,,,,,,,
first,ADJ,Ordinal,Preeminent,20231208_1,,,,,,,,,,
generation,NOUN,Social Group,Group of individuals born within a similar timeframe,20231208_1,,,,,,,,,,
history,NOUN,Technical Term,The study & recording of the past,20231208_1,,,,,,,,,,
hit,VERB,,Achieve great success; be popular,20231208_1,,,,,,,,,,
host,VERB,,To oversee or manage (a broadcast or event),20231208_1,,,,,,,,,,
humanity,NOUN,Technical Term,The human race; collective characteristics of humans,20231208_1,,,,,,,,,,
include,VERB,,To comprise as a constituent or component,20231208_1,,,,,,,,,,
make,VERB,,To bring about; to create or manufacture,20231208_1,,,,,,,,,,
new,ADJ,,"Not yet seen, known, possessed, or used before",20231208_1,,,,,,,,,,
part,NOUN,,A portion or segment of a whole,20231208_1,,,,,,,,,,
podcast,NOUN,Technical Term,A digital audio file made available on the internet for downloading to a computer or mobile device,20231208_1,,,,,,,,,,
popular,ADJ,,Receiving considerable attention and approval; widely liked or enjoyed,20231208_1,,,,,,,,,,
prestigious,ADJ,technical term,High level of quality or importance,20231208_1,,,,,,,,,,
prize,NOUN,technical term,Award given for achievement,20231208_1,,,,,,,,,,
series,NOUN,organization name,Collection of related programs or episodes,20231208_1,,,,,,,,,,
service,NOUN,technical term,Act of providing assistance or help,20231208_1,,,,,,,,,,
show,NOUN,work_of_art,Broadcasting program for entertainment or information,20231208_1,,,,,,,,,,
success,NOUN,technical term,Achievement of desired outcomes,20231208_1,,,,,,,,,,
the British Academy,DET,organization name,"Prestigious organization awarding accolades for achievement in the arts, humanities, and sciences",20231208_1,,,,,,,,,,
the News agent,DET,work_of_art,Podcast programme about current affairs and discussion,20231208_1,,,,,,,,,,
the Rest be history,DET,work_of_art,Podcast programme focusing on historical events and analysis,20231208_1,,,,,,,,,,
the rest be Entertainment,DET,work_of_art,Podcast series dedicated to entertainment and culture topics,20231208_1,,,,,,,,,,
1863,NUM,DATE,Year,20231124_12,,,,,,,,,,
26th,ADJ,DATE,Ordinal Number,20231124_12,,,,,,,,,,
Abraham Lincoln,PROPN,PERSON,President of the United States,20231124_12,,,,,,,,,,
Franklin Delano Roosevelt,PROPN,PERSON,President of the United States,20231124_12,,,,,,,,,,
George Washington,PROPN,PERSON,President of the United States,20231124_12,,,,,,,,,,
November,PROPN,DATE,Month,20231124_12,,,,,,,,,,
"October 3, 1789",PROPN,DATE,Specific Date,20231124_12,,,,,,,,,,
Teddy Roosevelt,PROPN,PERSON,President of the United States,20231124_12,,,,,,,,,,
Thanksgiving,PROPN,DATE/EVENT,National Holiday and Meal,20231124_12,,,,,,,,,,
Thursday,PROPN,DATE,Day of the Week,20231124_12,,,,,,,,,,
US,PROPN,GPE,Country,20231124_12,,,,,,,,,,
day,NOUN,,Time Period,20231124_12,,,,,,,,,,
declare,VERB,,To formally state or announce something,20231124_12,,,,,,,,,,
designate,VERB,,To officially appoint or identify something,20231124_12,,,,,,,,,,
first Thanksgiving,ADJ,Technical Term,Historical Event,20231124_12,,,,,,,,,,
hold,VERB,,To keep or to organize an event,20231124_12,,,,,,,,,,
holiday,NOUN,,Annual Celebration,20231124_12,,,,,,,,,,
issue,VERB,,To publish or make something officially available,20231124_12,,,,,,,,,,
later,ADV,,At a more advanced time,20231124_12,,,,,,,,,,
national,ADJ,,Relating to or belonging to an entire nation,20231124_12,,,,,,,,,,
president,NOUN,individual name,Political Leader,20231124_12,,,,,,,,,,
proclamation,NOUN,technical term,Official Announcement,20231124_12,,,,,,,,,,
public,ADJ,organization name,Government/Official Body,20231124_12,,,,,,,,,,
thanks-giving,PROPN,individual name,Holiday,20231124_12,,,,,,,,,,
that year,DET,DATE,Specific Time Period ,20231124_12,,,,,,,,,,
Aldi,PROPN,ORG,Retailer,20231201_15,,,,,,,,,,
FDA,PROPN,ORG,Regulatory Agency,20231201_15,,,,,,,,,,
Listeria,PROPN,PERSON,Bacteria,20231201_15,,,,,,,,,,
Tuesday,PROPN,DATE,Day of the Week,20231201_15,,,,,,,,,,
US,PROPN,GPE,Country,20231201_15,,,,,,,,,,
at least one,ADP,CARDINAL,Quantity,20231201_15,,,,,,,,,,
batch,NOUN,PRODUCT,Group of items,20231201_15,,,,,,,,,,
beef,NOUN,WORK_OF_ART,Food Product,20231201_15,,,,,,,,,,
cause,VERB,ACTION,Lead to (a situation),20231201_15,,,,,,,,,,
death,NOUN,technical term,Mortality,20231201_15,,,,,,,,,,
distribute,VERB,technical term,Dissemination,20231201_15,,,,,,,,,,
food,NOUN,technical term, sustenance,20231201_15,,,,,,,,,,
fruit,NOUN,organization name,Produce,20231201_15,,,,,,,,,,
include,VERB,technical term,Encompass,20231201_15,,,,,,,,,,
large,ADJ,technical term,Extensive,20231201_15,,,,,,,,,,
lettuce,NOUN,organization name,Leafy green vegetable,20231201_15,,,,,,,,,,
link,VERB,technical term,Connect,20231201_15,,,,,,,,,,
milk,NOUN,organization name,Dairy product,20231201_15,,,,,,,,,,
mistakenly,ADV,technical term,Erroneously,20231201_15,,,,,,,,,,
nectarine,NOUN,Technical Term,Type of fruit,20231201_15,,,,,,,,,,
non-organic,ADJ,Technical Term,Food not grown using organic practices,20231201_15,,,,,,,,,,
outbreak,NOUN,Technical Term,Sudden increase in cases of a disease,20231201_15,,,,,,,,,,
peach,NOUN,Technical Term,Type of fruit,20231201_15,,,,,,,,,,
plum,NOUN,Technical Term,Type of fruit,20231201_15,,,,,,,,,,
recalled,ADJ,Technical Term,Pulled back from the market due to safety concerns,20231201_15,,,,,,,,,,
receive,VERB,None,To obtain or accept something,20231201_15,,,,,,,,,,
retailer,NOUN,Organization Name,Business that sells goods to the public,20231201_15,,,,,,,,,,
several,ADJ,None,"A small number, more than two or three",20231201_15,,,,,,,,,,
type,NOUN,Technical Term,Category or kind of something,20231201_15,,,,,,,,,,
warn,VERB,Technical Term,To give notice or advice about potential danger or problem.,20231201_15,,,,,,,,,,
America,PROPN,GPE,Country,20231201_10,,,,,,,,,,
Boston,PROPN,GPE,City,20231201_10,,,,,,,,,,
Chicago,PROPN,GPE,City,20231201_10,,,,,,,,,,
DC,PROPN,GPE,Washington D.C.,20231201_10,,,,,,,,,,
National,PROPN,ORGANIZATION NAME,Referring to the country,20231201_10,,,,,,,,,,
New York City,PROPN,GPE,City,20231201_10,,,,,,,,,,
Tuesday,PROPN,DATE,Day of the Week,20231201_10,,,,,,,,,,
Washington,PROPN,GPE,"City, state",20231201_10,,,,,,,,,,
40-foot,NUM,CARDINAL,,20231201_10,,,,,,,,,,
Christmas,PROPN,DATE,,20231201_10,,,,,,,,,,
"Washington, DC",PROPN,GPE,City,20231201_10,,,,,,,,,,
gusty,ADJ,Technical Term,Strong Winds,20231201_10,,,,,,,,,,
high,ADJ,Technical Term,Intense,20231201_10,,,,,,,,,,
knock,VERB,Technical Term,Topple,20231201_10,,,,,,,,,,
later,ADV,,Subsequent Time,20231201_10,,,,,,,,,,
most,ADV,,Elevated Degree,20231201_10,,,,,,,,,,
occur,VERB,,To Happen,20231201_10,,,,,,,,,,
right,VERB,,Set Upright,20231201_10,,,,,,,,,,
this week,DET,DATE,Short Timeframe,20231201_10,,,,,,,,,,
one,NUM,CARDINAL,,20231201_10,,,,,,,,,,
topple,VERB,organization name,Fall down violently,20231201_10,,,,,,,,,,
tree,NOUN,organization name,"a large, tall plant",20231201_10,,,,,,,,,,
well-known,ADV,technical term,famous,20231201_10,,,,,,,,,,
wind,NOUN,individual name,air in motion,20231201_10,,,,,,,,,,
Angelina Jolie,PROPN,PERSON,Individual Name famous actress,20231222_8,,,,,,,,,,
Fran Drescher,PROPN,PERSON,"Individual Name Famous Actress, Union Leader",20231222_8,,,,,,,,,,
George Clooney,PROPN,PERSON,Individual Name famous actor,20231222_8,,,,,,,,,,
Hollywood,PROPN,GPE,"Organization Name, Place known for filmmaking industry",20231222_8,,,,,,,,,,
SAG-AFTRA,PROPN,PERSON,"Organization Name, Trade Union for Actors",20231222_8,,,,,,,,,,
actor,NOUN,,Technical Term profession in the entertainment industry,20231222_8,,,,,,,,,,
agree,VERB,,Action verb related to coming to understanding or consensus,20231222_8,,,,,,,,,,
bring,VERB,,Action Verb  related to causing something to happen or exist,20231222_8,,,,,,,,,,
contract,NOUN,,"Technical Term, Agreement with terms and conditions",20231222_8,,,,,,,,,,
Ryan Reynolds,PROPN,PERSON,Individual Name famous actor,20231222_8,,,,,,,,,,
film,NOUN,technical term,Cinema Production,20231222_8,,,,,,,,,,
go,VERB,,Proceed/ Initiate Action,20231222_8,,,,,,,,,,
lead,VERB,,Guide/Direct,20231222_8,,,,,,,,,,
most,ADJ,,Majority,20231222_8,,,,,,,,,,
new,ADJ,,Recent/Novel,20231222_8,,,,,,,,,,
president,NOUN,Individual Name,Leader of an Organization,20231222_8,,,,,,,,,,
production,NOUN,technical term,Creation Process,20231222_8,,,,,,,,,,
several month,ADJ,DATE,A Period of Time,20231222_8,,,,,,,,,,
standstill,NOUN,technical term,State of Inaction,20231222_8,,,,,,,,,,
strike,NOUN,technical term,Industrial Action,20231222_8,,,,,,,,,,
tv,NOUN,Technical Term,Televisiion,20231222_8,,,,,,,,,,
union,NOUN,Organization Name,Group of workers,20231222_8,,,,,,,,,,
writer,NOUN,Individual Name,Person who creates written content,20231222_8,,,,,,,,,,
2024,NUM,DATE,Year,20231215_12,,,,,,,,,,
Golden Globe Awards,PROPN,"EVENT, ORG",Award Ceremony,20231215_12,,,,,,,,,,
Academy Awards,PROPN,ORG,Award Ceremony,20231215_12,,,,,,,,,,
Awards,PROPN,,Recognition for achievement,20231215_12,,,,,,,,,,
Emmy Awards,PROPN,ORG,Award Ceremony,20231215_12,,,,,,,,,,
Grammy,PROPN,ORG,Award Ceremony,20231215_12,,,,,,,,,,
Monday,PROPN,DATE,Day of the Week,20231215_12,,,,,,,,,,
announce,VERB,,To make public or formal knowledge,20231215_12,,,,,,,,,,
